2013-11-22, 85848, 106568, 123429
2013-11-23, 85660, 106422, 123863
2013-11-24, 84970, 105770, 123851
2013-11-25, 84339, 105174, 123364
2013-11-26, 85282, 105277, 123422
2013-11-27, 85999, 105329, 123450
2013-11-28, 85789, 105766, 123321
2013-11-29, 85194, 105955, 123023
2013-11-30, 84489, 105338, 123129
2013-12-01, 83692, 104668, 123106
2013-12-02, 83081, 104013, 122732
2013-12-03, 84062, 104179, 122760
2013-12-04, 84930, 104372, 122819
2013-12-05, 84933, 104977, 122231
2013-12-06, 84877, 105510, 122218
2013-12-07, 84640, 105320, 122632
2013-12-08, 83864, 104660, 122590
2013-12-09, 83192, 104048, 121963
2013-12-10, 84130, 104178, 122106
2013-12-11, 84930, 104331, 122085
2013-12-12, 84902, 104924, 122106
2013-12-13, 84716, 105390, 122097
2013-12-14, 84352, 105179, 122416
2013-12-15, 83500, 104510, 122318
2013-12-16, 82779, 103862, 121702
2013-12-17, 83523, 103842, 121671
2013-12-18, 84136, 103884, 121546
2013-12-19, 83748, 104357, 121424
2013-12-20, 83531, 104827, 121432
2013-12-21, 83100, 104589, 121728
2013-12-22, 82230, 103996, 121697
2013-12-23, 81446, 103380, 121141
2013-12-24, 81823, 103121, 120770
2013-12-25, 81830, 102699, 120280
2013-12-26, 80754, 102657, 119678
2013-12-27, 79982, 102715, 119289
2013-12-28, 79339, 102155, 119344
2013-12-29, 78880, 101429, 119305
2013-12-30, 78394, 100702, 118546
2013-12-31, 78801, 100358, 118199
2014-01-01, 78868, 100004, 117716
2014-01-02, 77717, 99926, 117171
2014-01-03, 77362, 100363, 117156
2014-01-04, 76906, 100167, 117514
2014-01-05, 75865, 99487, 117485
2014-01-06, 74987, 98845, 116939
2014-01-07, 76542, 99278, 117263
2014-01-08, 77772, 99658, 117494
2014-01-09, 77892, 100507, 117720
2014-01-10, 78005, 101261, 117972
2014-01-11, 77870, 101263, 118518
2014-01-12, 76910, 100551, 118454
2014-01-13, 76192, 99894, 117958
2014-01-14, 77614, 100217, 118212
2014-01-15, 78720, 100434, 118296
2014-01-16, 78926, 101218, 118512
2014-01-17, 78963, 101806, 118682
2014-01-18, 78813, 101467, 119103
2014-01-19, 77810, 100714, 119084
2014-01-20, 76932, 100005, 118567
2014-01-21, 78110, 100142, 118775
2014-01-22, 79347, 100403, 118965
2014-01-23, 79960, 101102, 119119
2014-01-24, 80757, 101698, 119260
2014-01-25, 81516, 101474, 119756
2014-01-26, 81424, 100877, 119768
2014-01-27, 81226, 100329, 119213
2014-01-28, 82322, 100852, 119313
2014-01-29, 83304, 101323, 119357
2014-01-30, 83899, 102050, 119451
2014-01-31, 84612, 102646, 119629
2014-02-01, 85336, 102464, 120074
2014-02-02, 84809, 101738, 120034
2014-02-03, 84404, 101096, 119578
2014-02-04, 85540, 101377, 119829
2014-02-05, 86503, 101604, 119985
2014-02-06, 86648, 102375, 120156
2014-02-07, 86720, 103038, 120355
2014-02-08, 86609, 102834, 120800
2014-02-09, 85794, 102200, 120844
2014-02-10, 85130, 101568, 120391
2014-02-11, 86290, 101898, 120628
2014-02-12, 87135, 102139, 120666
2014-02-13, 87193, 102937, 120839
2014-02-14, 87136, 103552, 120938
2014-02-15, 86892, 103427, 121321
2014-02-16, 86065, 102842, 121266
2014-02-17, 85455, 102276, 120571
2014-02-18, 85897, 102282, 120517
2014-02-19, 86921, 102568, 120647
2014-02-20, 87088, 103275, 120689
2014-02-21, 87025, 103975, 120803
2014-02-22, 86880, 104234, 121279
2014-02-23, 86088, 104133, 121238
2014-02-24, 85452, 104226, 120612
2014-02-25, 86515, 105014, 120839
2014-02-26, 87418, 105578, 121024
2014-02-27, 87436, 106291, 121405
2014-02-28, 87373, 106890, 121664
2014-03-01, 87125, 107082, 122065
2014-03-02, 86299, 106998, 122036
2014-03-03, 85628, 107080, 121464
2014-03-04, 86732, 107550, 121644
2014-03-05, 87646, 107968, 121719
2014-03-06, 87720, 108699, 121810
2014-03-07, 87786, 109386, 121942
2014-03-08, 87775, 109388, 122517
2014-03-09, 87017, 108788, 122493
2014-03-10, 86404, 108228, 121872
2014-03-11, 87474, 108424, 122042
2014-03-12, 88328, 108593, 122120
2014-03-13, 88217, 109261, 122204
2014-03-14, 88253, 109856, 122368
2014-03-15, 88045, 109656, 122780
2014-03-16, 87280, 109024, 122755
2014-03-17, 86656, 108397, 122257
2014-03-18, 87678, 108535, 122465
2014-03-19, 88484, 108741, 122569
2014-03-20, 88638, 109004, 122577
2014-03-21, 88455, 109552, 122619
2014-03-22, 88195, 109381, 122965
2014-03-23, 87418, 108684, 122970
2014-03-24, 86687, 108037, 122710
2014-03-25, 87730, 108245, 123379
2014-03-26, 88515, 108376, 124008
2014-03-27, 88574, 109024, 124540
2014-03-28, 88583, 109638, 124972
2014-03-29, 88259, 109433, 125362
2014-03-30, 87472, 108860, 125408
2014-03-31, 86737, 108241, 125188
2014-04-01, 87731, 108344, 125792
2014-04-02, 88786, 108679, 126621
2014-04-03, 88898, 109364, 126889
2014-04-04, 89014, 109996, 127170
2014-04-05, 88861, 109839, 127608
2014-04-06, 88092, 109263, 127635
2014-04-07, 87331, 108683, 127100
2014-04-08, 88443, 108996, 127329
2014-04-09, 89355, 109236, 127494
2014-04-10, 89258, 109852, 127491
2014-04-11, 89168, 110406, 127555
2014-04-12, 88918, 110125, 127976
2014-04-13, 88167, 109565, 127974
2014-04-14, 87509, 108997, 127425
2014-04-15, 88525, 109191, 127607
2014-04-16, 89331, 109336, 127591
2014-04-17, 89176, 109932, 127580
2014-04-18, 89053, 110388, 127604
2014-04-19, 88580, 110076, 127420
2014-04-20, 87777, 109320, 127347
2014-04-21, 87075, 108692, 126803
2014-04-22, 87811, 108627, 126682
2014-04-23, 88661, 108709, 126683
2014-04-24, 88631, 109365, 126717
2014-04-25, 88454, 109829, 126700
2014-04-26, 88239, 109704, 127067
2014-04-27, 87460, 109111, 127076
2014-04-28, 86840, 108465, 126557
2014-04-29, 87907, 108636, 126750
2014-04-30, 88717, 108713, 126751
2014-05-01, 88562, 109307, 126722
2014-05-02, 88217, 109729, 126620
2014-05-03, 87949, 109566, 126994
2014-05-04, 87107, 109004, 126939
2014-05-05, 86419, 108438, 126409
2014-05-06, 87505, 108658, 126634
2014-05-07, 88420, 108791, 126749
2014-05-08, 88380, 109460, 126852
2014-05-09, 88333, 110066, 126936
2014-05-10, 88090, 109768, 127275
2014-05-11, 87235, 109092, 127236
2014-05-12, 86515, 108467, 126568
2014-05-13, 87597, 108711, 126794
2014-05-14, 88497, 108941, 126937
2014-05-15, 88433, 109580, 127001
2014-05-16, 88376, 110128, 127089
2014-05-17, 88152, 109914, 127504
2014-05-18, 87332, 109306, 127451
2014-05-19, 86957, 108713, 126993
2014-05-20, 88015, 108920, 127068
2014-05-21, 88969, 109132, 127157
2014-05-22, 89136, 109757, 127189
2014-05-23, 89004, 110292, 127164
2014-05-24, 88729, 110066, 127558
2014-05-25, 87901, 109392, 127491
2014-05-26, 87158, 108738, 126967
2014-05-27, 87582, 108491, 126760
2014-05-28, 88528, 108792, 126864
2014-05-29, 88407, 109417, 126870
2014-05-30, 88077, 109844, 126753
2014-05-31, 87766, 109552, 127091
2014-06-01, 87123, 108826, 127044
2014-06-02, 86398, 108130, 126475
2014-06-03, 87469, 108336, 126735
2014-06-04, 88342, 108529, 126856
2014-06-05, 88261, 109177, 126897
2014-06-06, 88089, 109704, 126907
2014-06-07, 87718, 109434, 127266
2014-06-08, 87013, 108926, 127411
2014-06-09, 86272, 108271, 126724
2014-06-10, 87110, 108266, 126710
2014-06-11, 87994, 108416, 126743
2014-06-12, 87926, 108999, 126752
2014-06-13, 87729, 109454, 126741
2014-06-14, 87437, 109122, 127067
2014-06-15, 86582, 108465, 127005
2014-06-16, 85825, 107785, 126354
2014-06-17, 86923, 107999, 126576
2014-06-18, 87746, 108352, 126584
2014-06-19, 87782, 109065, 126683
2014-06-20, 87671, 109590, 126708
2014-06-21, 87438, 109527, 127106
2014-06-22, 86598, 108827, 127057
2014-06-23, 85921, 108143, 126441
2014-06-24, 86981, 108289, 126541
2014-06-25, 87841, 108389, 126538
2014-06-26, 88122, 108887, 126495
2014-06-27, 87869, 109283, 126474
2014-06-28, 87477, 108961, 126773
2014-06-29, 86745, 108210, 126724
2014-06-30, 86098, 107506, 126076
2014-07-01, 87158, 107828, 126169
2014-07-02, 88079, 108049, 126263
2014-07-03, 88048, 108656, 126284
2014-07-04, 87869, 109121, 126273
2014-07-05, 87340, 108590, 126408
2014-07-06, 86454, 107864, 126308
2014-07-07, 85716, 107090, 125659
2014-07-08, 86574, 107213, 125743
2014-07-09, 87492, 107391, 125844
2014-07-10, 87554, 107958, 125793
2014-07-11, 87399, 108467, 125790
2014-07-12, 87093, 108181, 126105
2014-07-13, 86349, 107472, 126040
2014-07-14, 85672, 106840, 125412
2014-07-15, 86766, 106998, 125524
2014-07-16, 87554, 107031, 125446
2014-07-17, 87316, 107569, 125364
2014-07-18, 87177, 108117, 125602
2014-07-19, 86797, 107869, 125951
2014-07-20, 86063, 107262, 125952
2014-07-21, 85400, 106622, 125492
2014-07-22, 86463, 106814, 125583
2014-07-23, 87356, 106985, 125603
2014-07-24, 87278, 107563, 125518
2014-07-25, 89681, 110507, 127883
2014-07-26, 90904, 111999, 129607
2014-07-27, 90199, 111428, 129613
2014-07-28, 89527, 110812, 129059
2014-07-29, 90724, 111212, 129231
2014-07-30, 91667, 111449, 129249
2014-07-31, 91550, 112066, 129372
2014-08-01, 91541, 112642, 129434
2014-08-02, 91410, 112424, 129797
2014-08-03, 90614, 111782, 129721
2014-08-04, 90106, 111222, 129100
